"PROVINCIA_ESTABLECIMIENTO","CANTO_ESTABLECIMIENTO","PARROQUIA_UBICACION","CLASE_ESTABLECIMIENTO","TIPO_ESTABLECIMIENTO","ENTIDAD","SECTOR","MEDICINA","CIRUGIA","GINECOLOGIA_OBSTETRICIA","PEDIATRIA","CARDIOLOGIA","NEUMOLOGIA","PSIQUIATRIA","TRAUMATOLOGIA","INFECTOLOGIA","OFTALMOLOGIA_OTORRINO","UROLOGIA","GASTROENTEROLOGIA","OTROS_SERVICIOS","SERVICIOS_INDIFERENCIADOS","CAMAS_EMERGENCIA","CAMAS_CUIDADOS_INTENSIVOS","CAMAS_DISPONIBLES_MEDICINA","CAMAS_DISPONIBLES_CIRUGIA","CAMAS_DISPONIBLES_GINECOLOGIA","CAMAS_DISPONIBLE_PEDIATRIA","CAMAS_DISPONIBLES_CARDIOLOGIA","CAMAS_DISPONIBLES_NEUMOLOGIA","CAMAS_DISPONIBLE_PSIQUIATRIA","CAMAS_DISPONIBLE_TRAUMOLOGIA","CAMAS_DISPONIBLES_INFECTOLOGIA","CAMAS_DISPONIBLES_OFTALMOLOGIA","CAMAS_DISPONIBLES_UROLOGIA","CAMAS_DISPONIBLES_GASTROENTEROLOGIA","CAMAS_DISPONIBLES_OTROS_SERVICIOS","CAMAS_DISPONIBLES_SERVICIOS_INDIFERENCIADOS","CAMAS_DISPONIBLES_EMERGENCIA","CAMAS_DISPONIBLES_CUIDADOS_INTENSIVOS","TOTAL_CAMAS_DONACION_NORMAL","TOTAL_CAMAS_DISPONIBLES","NUMERO_FALLECIDOS_MENOR_48H","NUMERO_FALLECIDOS_EN_48H_Y_MAS","DIAS_DE_ESTADA","DIAS_CAMAS_DISPONIBLES","NUMERO_DE_EGRESOS"
"Guayas","Guayaquil","90150","12","3","18","2","0","5","0","0","0","0","0","36","0","0","0","0","0","0","3","0","0","5","0","0","0","0","0","36","0","0","0","0","0","0"," "," ","41","41","0","0","192","14924","68"
"Azuay","Cuenca","10150","12","3","18","2","6","4","0","1","0","0","0","0","0","0","0","0","0","1","0","0","6","4","0","1","0","0","0","0","0","0","0","0","0","1"," "," ","12","12","1","0","1","4392","1"
"Azuay","Cuenca","10150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11"," "," ","11","11","0","0","100","4026","53"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","0","2","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","12"," "," ","14","14","0","1","1254","5124","780"
"Santo Domingo","Santo Domingo","230150","12","3","17","3","0","0","0","1","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","13"," "," ","14","14","0","0","335","5124","206"
"El Oro","Machala","70150","12","3","18","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0","0","0","62","0","32"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","4","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","8","0"," "," ","12","12","0","0","257","4392","171"
"Santo Domingo","Santo Domingo","230150","12","3","18","2","0","0","11","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","5","0","0","0","0","0","0","0","0","0","0"," "," ","16","16","0","0","236","5856","154"
"Santo Domingo","Santo Domingo","230150","12","3","18","2","0","0","0","6","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","29"," "," ","35","35","10","6","3647","12810","1743"
"Canar","Azogues","30150","12","3","18","2","0","0","0","1","0","0","0","0","0","0","0","0","0","10","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","10"," "," ","11","11","0","1","890","4026","527"
"Guayas","Guayaquil","90150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"," "," ","8","8","0","0","157","2928","60"
"Guayas","Daule","90650","12","3","17","3","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"," "," ","6","6","0","0","135","2134","60"
"El Oro","Machala","70150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18"," "," ","18","18","5","1","2128","5195","1210"
"Los Rios","Quevedo","120550","12","3","18","2","0","0","0","2","0","0","0","0","0","0","0","0","0","8","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","8"," "," ","10","10","0","0","106","3660","55"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12"," "," ","12","12","0","0","830","4392","466"
"Santo Domingo","Santo Domingo","230150","12","3","18","2","0","0","3","8","0","0","0","0","0","0","0","0","0","20","4","3","0","0","3","8","0","0","0","0","0","0","0","0","0","20"," "," ","31","31","3","1","2537","11346","780"
"Sucumbios","Lago Agrio","210150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","72","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72"," "," ","72","72","12","34","10090","26352","3121"
"Pichincha","Quito","170157","12","3","18","2","0","0","0","1","0","0","0","0","0","0","0","0","0","12","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","12"," "," ","13","13","0","0","790","4758","447"
"Azuay","Cuenca","10150","12","3","18","2","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","2","0","0","0","0","0","0","0","0","0","0","0","0"," "," ","10","10","2","2","825","3660","401"
"Azuay","Cuenca","10150","12","3","18","2","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","2","0","0","0","0","0","0","0","0","0","0","0"," "," ","10","10","2","3","2359","3660","1571"
"Guayas","Guayaquil","90150","13","1","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"," "," ","2","2","0","0","21","732","16"
"Guayas","Guayaquil","90150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","19","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","19"," "," ","19","19","9","15","4853","6954","2913"
"Guayas","Naranjal","91150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"," "," ","4","4","0","0","29","1464","20"
"El Oro","Machala","70150","12","3","18","2","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0"," "," ","7","7","0","0","28","2554","12"
"El Oro","Machala","70150","12","3","18","2","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3"," "," ","4","4","3","0","131","1371","96"
"El Oro","El Guabo","70650","12","3","18","2","0","0","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","3"," "," ","6","6","0","0","28","2171","25"
"Los Rios","Babahoyo","120150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14"," "," ","14","14","0","0","50","5124","39"
"Los Rios","Babahoyo","120150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"," "," ","10","10","0","0","63","3660","48"
"Manabi","Manta","130850","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"," "," ","6","6","0","0","1032","2196","964"
"Santo Domingo","Santo Domingo","230150","13","1","18","2","0","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0","0","0","0","0","0","0"," "," ","9","9","0","0","49","1597","39"
"Guayas","Guayaquil","90150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2"," "," ","2","2","0","0","6","732","4"
"Guayas","Guayaquil","90150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14"," "," ","14","14","2","1","3061","4753","1774"
"Guayas","Guayaquil","90150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"," "," ","4","4","0","0","91","1464","42"
"Guayas","Guayaquil","90150","12","3","17","3","0","0","22","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","22","5","0","0","0","0","0","0","0","0","2","0"," "," ","29","29","0","0","3450","10614","2072"
"Santo Domingo","La Condordia","230250","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"," "," ","6","4","0","0","26","1402","24"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"," "," ","1","1","0","0","52","366","34"
"Guayas","Daule","90650","12","3","18","2","4","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","8","0","0","0","0","0","0","0","0","0","0","0"," "," ","12","12","0","0","1143","4392","1113"
"El Oro","Machala","70150","12","3","18","2","0","0","0","3","0","0","0","0","0","0","0","0","0","5","2","1","0","0","0","3","0","0","0","0","0","0","0","0","0","5"," "," ","8","8","0","0","148","4026","97"
"Los Rios","Babahoyo","120150","12","3","18","2","0","0","7","4","0","0","0","0","0","0","0","0","0","10","3","0","0","0","7","4","0","0","0","0","0","0","0","0","0","10"," "," ","21","21","1","0","1236","7686","722"
"Los Rios","Babahoyo","120150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"," "," ","5","5","0","0","81","1830","47"
"Santo Domingo","La Condordia","230250","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"," "," ","10","10","0","0","107","3660","105"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","4","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","20"," "," ","24","24","2","0","5804","8784","2887"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","1","0","0","0","0","0","0","0","0","0","7","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","7"," "," ","8","8","2","1","70","2928","52"
"Canar","Azogues","30150","12","3","18","2","12","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","12","1","0","0","0","0","0","0","0","0","0","0","0","1"," "," ","14","14","2","1","2201","5124","1484"
"Azuay","Cuenca","10150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"," "," ","8","8","0","0","157","2928","157"
"Guayas","Guayaquil","90150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"," "," ","7","7","0","0","430","2562","392"
"Los Rios","Babahoyo","120150","12","3","18","2","0","0","0","8","0","0","0","0","0","0","0","0","0","15","2","0","0","0","0","8","0","0","0","0","0","0","0","0","0","15"," "," ","23","23","2","0","834","8418","453"
"Los Rios","Babahoyo","120150","13","1","18","2","4","0","6","0","0","0","0","0","0","0","0","0","0","0","2","0","4","0","6","0","0","0","0","0","0","0","0","0","0","0"," "," ","10","10","0","0","171","3660","107"
"Guayas","Guayaquil","90150","12","3","18","2","2","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","4","0","0","0","0","0","0","0","0","0","0","0"," "," ","10","10","0","0","341","3660","230"
"Pichincha","Quito","170150","12","3","17","3","0","0","0","0","0","0","0","0","0","0","0","0","0","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51"," "," ","51","51","6","69","11370","18666","82"
"Pichincha","Quito","170150","12","3","18","2","0","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","2","0","0","0","0","0","0","0","0","0","0"," "," ","8","8","0","0","179","2928","123"
"Esmeraldas","Esmeraldas","80150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9"," "," ","9","9","1","0","187","3294","166"
"Pichincha","Quito","170150","12","3","18","2","1","1","5","1","0","1","0","0","0","0","1","0","0","0","0","0","1","1","5","1","0","1","0","0","0","0","1","0","0","0"," "," ","10","10","0","0","187","3660","116"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"," "," ","5","5","1","0","336","1830","209"
"Loja","Loja","110150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"," "," ","6","6","1","0","164","2196","51"
"Guayas","Guayaquil","90150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"," "," ","8","8","0","0","23","2928","20"
"Guayas","Guayaquil","90150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"," "," ","10","10","0","0","283","3660","103"
"El Oro","Machala","70150","12","3","18","2","4","4","2","2","1","0","0","1","0","0","0","0","0","0","0","0","4","4","2","2","1","0","0","1","0","0","0","0","0","0"," "," ","14","14","0","0","385","4915","197"
"Guayas","El Empalme","90850","12","3","18","2","0","0","6","1","0","0","0","0","0","0","0","0","0","7","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","7"," "," ","14","14","0","0","286","5124","261"
"Pichincha","Quito","170155","2","1","1","1","42","53","34","43","0","0","0","0","0","0","0","0","0","0","0","0","39","29","29","40","0","0","0","0","0","0","0","0","0","0"," "," ","172","137","35","123","38173","50005","7488"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"," "," ","10","10","2","0","963","3660","722"
"Pichincha","Quito","170150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","19","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","18"," "," ","19","18","5","4","1255","6679","469"
"Imbabura","Ibarra","100150","12","3","18","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0","0","0","8","0","4"
"Imbabura","Ibarra","100150","12","3","18","2","0","0","0","2","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","6"," "," ","8","8","0","0","63","2928","63"
"Imbabura","Ibarra","100150","12","3","18","2","0","0","0","2","0","0","0","0","0","0","0","0","0","14","4","2","0","0","0","2","0","0","0","0","0","0","0","0","0","14"," "," ","16","16","2","0","1021","5856","595"
"Imbabura","Antonio Ante","100250","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"," "," ","7","7","2","1","349","2562","187"
"Carchi","Tulcan","40150","12","3","18","2","6","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","6","2","2","0","0","0","0","0","0","0","0","0","0","0"," "," ","10","10","0","0","282","3660","229"
"Carchi","Tulcan","40150","12","3","18","2","0","0","0","2","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","8"," "," ","10","10","0","0","341","3660","266"
"Sucumbios","Lago Agrio","210150","12","3","18","2","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3"," "," ","4","4","0","0","3","240","3"
